i j Omegaij  Pij
584 269 0.076864 0.077026
584 329 0.111757 0.111527
584 347 0.110047 0.108752
584 376 0.046054 0.044813
584 377 0.075196 0.073411
584 662 0.014817 0.014497
584 676 0.084176 0.084535
584 705 0.089821 0.087210
584 690 0.053067 0.052990
584 982 0.030425 0.028295
584 699 0.036240 0.035005
585 80 0.017853 0.018893
585 133 0.114861 0.111703
585 134 0.315670 0.314116
585 154 0.138245 0.138137
585 201 0.208984 0.207844
585 355 0.109988 0.111706
585 444 0.229498 0.231750
585 882 0.190439 0.190345
585 637 0.307737 0.308137
586 80 0.010161 0.009389
586 337 0.137813 0.138954
586 1030 0.000895 0.000417
586 1071 0.150115 0.148201
587 80 0.016096 0.015790
587 81 0.334584 0.335507
587 105 0.205428 0.204286
587 136 0.031750 0.032637
587 187 0.035004 0.035445
587 240 0.073903 0.074057
587 242 0.255886 0.255517
587 268 0.328249 0.330221
587 351 0.047062 0.046683
587 377 0.223879 0.222155
587 444 0.196852 0.193684
587 451 0.011516 0.010530
587 454 0.059405 0.057198
587 466 0.020734 0.019303
587 561 0.021034 0.020002
587 951 0.298724 0.299226
587 653 0.245341 0.245316
587 952 0.236522 0.236841
587 769 0.336211 0.337543
587 768 0.258954 0.256194
587 655 0.151146 0.149128
587 659 0.327321 0.327772
587 950 0.171038 0.169347
587 654 0.140258 0.141977
587 818 0.021490 0.020360
587 771 0.144881 0.144205
587 1072 0.245883 0.247112
587 953 0.228931 0.227716
587 686 0.334741 0.335878
588 81 0.723748 0.724142
588 186 0.697459 0.697603
588 661 0.060508 0.061355
589 82 0.038676 0.038209
589 142 0.034770 0.034945
589 152 0.135843 0.136988
589 232 0.033430 0.033041
589 238 0.034285 0.034421
589 297 0.153962 0.152252
589 298 0.170841 0.168305
589 346 0.073275 0.074909
589 355 0.046189 0.046014
589 411 0.066104 0.065896
589 412 0.059988 0.058121
589 551 0.082441 0.081645
589 939 0.106448 0.106019
589 742 0.143712 0.142704
589 746 0.016494 0.015556
589 944 0.108244 0.108096
589 743 0.012032 0.011069
589 960 0.045733 0.045052
589 945 0.015681 0.015562
589 747 0.035183 0.035291
589 723 0.083182 0.082518
589 590 0.091023 0.089428
589 755 0.023465 0.023179
589 729 0.154775 0.157763
590 83 0.069034 0.069163
590 141 0.117832 0.115276
590 142 0.150317 0.150261
590 152 0.589018 0.589037
590 238 0.147169 0.148009
590 242 0.543353 0.541524
590 275 0.616895 0.617309
590 283 0.000916 0.000744
590 331 0.212567 0.214956
590 355 0.195624 0.197856
590 380 0.609582 0.611404
590 386 0.574436 0.574206
590 387 0.484580 0.483397
590 408 0.665350 0.665659
590 589 0.598005 0.595083
590 723 0.353668 0.354823
590 944 0.468782 0.464805
590 725 0.184433 0.185212
590 743 0.048097 0.047598
590 724 0.194765 0.194124
590 742 0.611414 0.613617
590 745 0.063724 0.061730
591 84 0.834733 0.834587
591 192 0.304745 0.301952
591 214 0.627027 0.626430
591 218 0.769915 0.769111
591 221 0.396928 0.396791
591 290 0.290733 0.290702
591 326 0.468537 0.468887
591 517 0.671930 0.674203
591 554 0.828171 0.826041
591 1073 0.348072 0.347565
591 594 0.907559 0.907550
591 649 0.349189 0.347885
591 593 0.500774 0.501696
591 894 0.532566 0.534526
591 724 0.246189 0.244765
592 84 0.245371 0.243098
592 115 0.200438 0.202143
592 273 0.117542 0.121554
592 381 0.004911 0.004649
592 1074 0.138116 0.138347
592 744 0.054092 0.052719
592 1075 0.202960 0.205336
592 694 0.024557 0.025127
593 84 0.830546 0.830972
593 87 0.873679 0.870132
593 126 0.175620 0.177392
593 192 0.302199 0.300644
593 197 0.749503 0.748835
593 203 0.481638 0.479072
593 204 0.580693 0.579834
593 214 0.623324 0.623717
593 221 0.394157 0.395073
593 273 0.413399 0.415501
593 445 0.198810 0.201683
593 517 0.670806 0.671283
593 591 0.555700 0.556505
593 599 0.459593 0.460334
593 647 0.188180 0.187659
593 598 0.540121 0.538724
593 600 0.123775 0.124189
593 694 0.087738 0.085891
594 84 0.149931 0.151222
594 218 0.137884 0.139359
594 326 0.086020 0.084960
594 570 0.167996 0.167026
594 591 0.103699 0.101274
594 724 0.045247 0.044350
595 84 0.324145 0.326501
595 104 0.158779 0.160337
595 199 0.347518 0.346721
595 207 0.245594 0.245780
595 208 0.257837 0.257465
595 741 0.111682 0.110404
595 785 0.198512 0.200657
596 85 0.166603 0.165279
596 93 0.104651 0.104238
596 597 0.121188 0.120924
597 85 0.545821 0.545061
597 93 0.345072 0.343758
597 97 0.510447 0.508998
597 99 0.466850 0.464250
597 134 0.450175 0.451137
597 265 0.186700 0.183856
597 278 0.497388 0.492666
597 453 0.576216 0.576682
597 567 0.355835 0.352213
597 596 0.548777 0.546622
597 707 0.164859 0.166796
597 1031 0.334654 0.334529
597 714 0.587638 0.587215
597 924 0.176482 0.174778
597 620 0.379485 0.376220
597 1076 0.514365 0.514625
597 653 0.422952 0.421571
597 1061 0.156578 0.156125
597 622 0.326732 0.324338
597 740 0.119913 0.117566
597 952 0.409276 0.407007
597 602 0.097282 0.097086
598 87 0.807592 0.805853
598 192 0.276532 0.278435
598 195 0.820901 0.818099
598 215 0.557937 0.555152
598 217 0.293435 0.293194
598 220 0.623865 0.623429
598 316 0.228843 0.228264
598 517 0.621766 0.621694
598 593 0.465606 0.462622
598 785 0.473870 0.472963
598 600 0.115629 0.115015
598 779 0.776446 0.775608
599 87 0.371620 0.371671
599 192 0.131572 0.128418
599 517 0.286456 0.286734
599 593 0.212949 0.213368
599 741 0.121972 0.120021
599 724 0.104998 0.104097
599 964 0.038709 0.037072
600 87 0.614610 0.613053
600 192 0.211434 0.211819
600 517 0.472651 0.472954
600 593 0.351755 0.351940
600 598 0.378402 0.379559
600 1045 0.339686 0.342285
601 88 0.338272 0.339143
601 92 0.258971 0.260128
601 98 0.203818 0.203867
601 182 0.028664 0.028562
601 188 0.004757 0.004419
601 464 0.248052 0.249395
601 622 0.184261 0.182799
601 621 0.158693 0.158719
602 88 0.062259 0.062840
602 89 0.025742 0.025322
602 92 0.048609 0.048199
602 185 0.025215 0.024062
602 337 0.041893 0.041936
602 453 0.061381 0.060223
602 457 0.049728 0.048810
602 463 0.042508 0.041332
602 577 0.061337 0.062111
602 597 0.042486 0.041645
602 620 0.038997 0.039289
602 854 0.057189 0.056725
602 740 0.013716 0.012277
602 629 0.051593 0.050615
603 88 0.992308 0.992309
603 89 0.401273 0.399857
603 182 0.083031 0.083569
603 453 0.950492 0.950990
603 577 0.980558 0.980802
603 620 0.620475 0.620414
604 89 0.291788 0.288415
604 417 0.372643 0.371604
604 484 0.509392 0.510795
605 89 0.241221 0.242654
605 93 0.345430 0.344012
605 134 0.455351 0.451471
605 375 0.057920 0.057994
605 871 0.202172 0.198579
606 89 0.243349 0.251142
606 133 0.170141 0.166164
606 232 0.124555 0.119319
606 482 0.071005 0.070681
606 490 0.440264 0.440412
606 496 0.299949 0.297924
606 499 0.128114 0.128058
606 506 0.225555 0.219895
606 507 0.145569 0.146800
606 521 0.070497 0.068691
606 1040 0.160820 0.163621
607 89 0.001196 0.000804
607 333 0.001835 0.001761
607 375 0.000990 0.000192
607 923 0.000928 0.000600
607 633 0.002082 0.001296
607 984 0.001856 0.001724
608 89 0.194682 0.195241
608 369 0.314295 0.316569
608 420 0.095448 0.092730
608 871 0.160326 0.159779
609 89 0.371274 0.368077
609 95 0.223713 0.221488
609 375 0.088788 0.087970
609 431 0.263942 0.261876
609 821 0.106390 0.105268
609 1077 0.152781 0.149283
609 966 0.392810 0.389843
609 611 0.611752 0.610046
609 1078 0.512360 0.511464
610 90 0.202612 0.203777
610 130 0.121204 0.120251
610 314 0.196528 0.199137
610 347 0.229056 0.227815
610 577 0.239877 0.239579
610 1000 0.121204 0.119781
610 613 0.199789 0.200380
611 90 0.397807 0.400256
611 95 0.115892 0.115443
611 135 0.411565 0.413334
611 255 0.359849 0.359838
611 333 0.421346 0.420310
611 375 0.047221 0.045851
611 416 0.207943 0.208017
611 532 0.276283 0.275173
611 571 0.412227 0.414065
611 609 0.459204 0.461970
611 967 0.115791 0.116874
611 1079 0.002175 0.001472
611 1080 0.445807 0.445943
611 984 0.413726 0.411287
611 922 0.007505 0.006678
611 1081 0.403037 0.403586
611 1082 0.008096 0.007139
611 1083 0.037425 0.036240
612 90 0.416279 0.409979
612 229 0.139409 0.138312
612 1018 0.282354 0.286747
613 90 0.183331 0.183685
613 102 0.164970 0.163540
613 130 0.107684 0.108394
613 255 0.166112 0.165136
613 268 0.205715 0.206051
613 610 0.189391 0.188872
613 853 0.149605 0.150070
613 699 0.066094 0.066099
614 90 0.014801 0.015919
615 91 0.746326 0.769433
616 91 0.330270 0.331777
616 131 0.088804 0.088583
616 199 0.390986 0.391188
616 542 0.114213 0.113422
616 1084 0.297290 0.294012
617 91 0.619062 0.608668
618 91 0.729132 0.726242
619 91 0.013687 0.013614
619 269 0.013407 0.011281
619 335 0.016576 0.016134
620 92 0.671665 0.670675
620 453 0.839295 0.837988
620 597 0.580344 0.579483
620 602 0.144260 0.141077
620 603 0.251066 0.248856
620 736 0.310256 0.309338
621 92 0.159396 0.158350
621 188 0.003253 0.002690
621 190 0.133988 0.135512
621 453 0.199690 0.197854
621 601 0.149581 0.149795
621 622 0.111009 0.111277
621 1012 0.074178 0.073597
622 92 0.010002 0.009942
622 188 0.001201 0.000169
622 453 0.013324 0.012423
622 597 0.009439 0.008590
622 601 0.010941 0.009405
622 621 0.007525 0.006066
623 92 0.325453 0.324280
623 236 0.225492 0.221621
623 453 0.403587 0.405178
623 463 0.280262 0.278080
623 820 0.296124 0.296084
624 92 0.552661 0.555188
624 182 0.059815 0.060959
624 453 0.696149 0.693690
624 463 0.476670 0.476091
624 676 0.529924 0.528816
625 92 0.744400 0.742895
625 463 0.639051 0.637056
626 92 0.542791 0.539101
626 97 0.595758 0.594532
626 635 0.468670 0.462160
627 92 0.533089 0.527809
628 92 0.155541 0.156834
628 117 0.192111 0.187341
628 197 0.164201 0.164354
628 206 0.115177 0.115779
628 217 0.068767 0.069483
628 325 0.080707 0.079982
628 326 0.103258 0.102465
628 682 0.198435 0.194100
628 639 0.078885 0.078866
629 93 0.003809 0.003416
629 375 0.001107 0.000576
629 602 0.001074 0.000965
629 871 0.002214 0.001972
630 93 0.005196 0.005693
630 236 0.006509 0.005224
631 93 0.252550 0.252434
631 94 0.198812 0.198701
631 269 0.293968 0.294153
631 350 0.081082 0.081500
631 428 0.397825 0.399446
631 457 0.341729 0.343225
631 460 0.353482 0.350565
631 490 0.314897 0.312248
632 93 0.310272 0.307668
632 142 0.111187 0.109050
632 162 0.328830 0.329211
632 232 0.102037 0.103106
632 236 0.284581 0.282314
632 242 0.391908 0.393002
632 388 0.525184 0.528470
632 729 0.492401 0.492314
632 858 0.205962 0.205071
633 95 0.076985 0.076447
633 333 0.277049 0.278333
633 375 0.031131 0.030363
633 607 0.125331 0.124474
633 984 0.270210 0.272358
633 923 0.094899 0.094772
633 871 0.104578 0.103967
633 968 0.100151 0.100708
633 1077 0.053185 0.051525
634 97 0.469068 0.465235
635 97 0.325047 0.324811
635 433 0.349285 0.346779
635 626 0.069270 0.067328
635 736 0.136564 0.135846
635 1013 0.104194 0.104091
636 100 0.350679 0.351226
637 100 0.336879 0.338296
637 131 0.139405 0.138402
637 185 0.247825 0.247082
637 337 0.431936 0.430616
637 465 0.562046 0.562053
637 500 0.297551 0.293636
637 585 0.277783 0.275454
637 676 0.469014 0.471418
638 102 0.456874 0.455110
638 185 0.234966 0.232824
639 103 0.030969 0.030628
639 217 0.056025 0.055236
639 322 0.147899 0.147885
639 439 0.043113 0.043638
639 628 0.036590 0.036161
640 104 0.378657 0.377477
640 128 0.843326 0.844544
640 199 0.816147 0.816278
640 332 0.290364 0.289370
640 445 0.188078 0.186562
640 544 0.740720 0.742821
640 642 0.072094 0.071686
640 641 0.178517 0.176165
640 645 0.637396 0.634657
640 644 0.227393 0.222763
641 104 0.255787 0.255558
641 115 0.429092 0.432731
641 197 0.470275 0.468965
641 199 0.551052 0.552633
641 209 0.016001 0.015203
641 214 0.398654 0.390609
641 215 0.377888 0.375402
641 640 0.357215 0.356702
641 642 0.048822 0.048533
642 104 0.046257 0.043249
642 128 0.097273 0.096762
642 199 0.095021 0.093523
642 500 0.044261 0.044932
642 640 0.063501 0.060365
642 641 0.021542 0.020184
642 644 0.027376 0.025523
643 104 0.005349 0.005667
644 104 0.405789 0.400465
644 199 0.862541 0.865989
644 640 0.557177 0.558960
644 642 0.076515 0.076052
645 104 0.236032 0.233248
645 199 0.502384 0.504388
645 407 0.511429 0.507511
645 640 0.323898 0.325561
646 104 0.234126 0.235923
646 126 0.104696 0.102558
646 197 0.436249 0.432933
646 199 0.515966 0.510173
646 220 0.389078 0.389181
646 786 0.431750 0.426302
646 782 0.382308 0.385961
646 785 0.296421 0.295251
647 104 0.429695 0.422474
647 115 0.718150 0.715367
647 126 0.185037 0.183654
647 204 0.602470 0.600301
647 207 0.653503 0.647609
647 377 0.614440 0.611931
647 593 0.519317 0.517155
647 791 0.885831 0.884190
647 694 0.088473 0.088923
648 104 0.092070 0.090430
648 126 0.039627 0.039311
648 139 0.018832 0.018426
648 141 0.032337 0.032070
648 157 0.188709 0.188741
648 193 0.056898 0.057730
648 198 0.199550 0.199490
648 467 0.139029 0.139692
648 659 0.194509 0.193256
648 772 0.130809 0.131351
648 782 0.146261 0.147941
649 104 0.360582 0.358638
649 200 0.410771 0.409486
649 213 0.224580 0.225659
649 218 0.677872 0.673016
649 334 0.256812 0.253564
649 438 0.055414 0.054982
649 591 0.489173 0.489092
649 774 0.521855 0.517803
649 695 0.124845 0.122244
649 697 0.502371 0.502263
650 104 0.230721 0.234958
650 502 0.021627 0.022041
650 1085 0.385977 0.383086
651 105 0.391636 0.387136
651 414 0.247095 0.238790
651 451 0.019086 0.019955
652 105 0.304853 0.302343
652 852 0.364693 0.366757
653 105 0.113192 0.114634
653 187 0.020338 0.019890
653 278 0.162832 0.160873
653 351 0.027237 0.026196
653 451 0.005967 0.005909
653 454 0.033361 0.032096
653 466 0.010456 0.010832
653 531 0.021012 0.020092
653 561 0.012320 0.011224
653 587 0.135223 0.135118
653 597 0.130576 0.130218
653 659 0.181808 0.183928
653 769 0.189954 0.189411
653 768 0.144603 0.143762
653 655 0.084120 0.083683
653 771 0.081065 0.080920
654 105 0.504377 0.503510
654 587 0.598215 0.593481
655 105 0.497687 0.499795
655 351 0.114182 0.114211
655 451 0.026758 0.025762
655 567 0.503499 0.501434
655 577 0.846944 0.846740
655 587 0.589636 0.589103
655 653 0.600600 0.600177
655 768 0.625646 0.626790
655 952 0.577181 0.579442
656 105 0.370289 0.367225
656 267 0.152343 0.153300
656 390 0.464713 0.463035
656 401 0.509119 0.505260
656 451 0.019243 0.018929
656 824 0.119892 0.119184
656 978 0.401516 0.400390
656 845 0.411371 0.408725
656 660 0.020774 0.020830
656 751 0.568001 0.567528
657 105 0.328371 0.328125
657 307 0.484478 0.483087
657 332 0.187743 0.188849
657 339 0.258247 0.261600
657 934 0.187151 0.184235
657 1086 0.169430 0.172296
657 1087 0.216841 0.213035
657 986 0.387033 0.392148
657 1088 0.413297 0.413923
658 105 0.434532 0.435806
658 255 0.564084 0.564581
658 267 0.180393 0.181929
658 378 0.145693 0.149680
658 424 0.455594 0.453669
658 571 0.649383 0.649663
658 577 0.734594 0.738331
658 852 0.527562 0.528654
659 105 0.267001 0.265366
659 187 0.048469 0.046043
659 232 0.089190 0.087080
659 256 0.081942 0.080704
659 343 0.167280 0.165036
659 351 0.061025 0.060641
659 367 0.184488 0.185098
659 422 0.122592 0.122163
659 454 0.075750 0.074299
659 466 0.026154 0.025075
659 500 0.207031 0.206986
659 548 0.276303 0.275822
659 561 0.026838 0.025983
659 563 0.095169 0.094374
659 567 0.268399 0.266236
659 587 0.312074 0.312784
659 648 0.384328 0.380619
659 653 0.320663 0.318664
659 768 0.333419 0.332794
659 771 0.188725 0.187322
659 1059 0.174100 0.171728
659 961 0.284707 0.282016
659 663 0.066105 0.065279
659 676 0.330808 0.332306
660 105 0.454053 0.446379
660 157 0.701423 0.699471
660 337 0.506188 0.510598
660 377 0.488861 0.485422
660 394 0.054301 0.057536
660 656 0.626238 0.620321
660 753 0.047184 0.045235
660 1083 0.058632 0.058240
660 751 0.686108 0.689856
660 703 0.037129 0.033730
660 983 0.346225 0.350781
661 105 0.353708 0.351456
661 136 0.059841 0.056148
661 155 0.146061 0.144280
661 234 0.450962 0.446738
661 315 0.488016 0.489735
661 377 0.387221 0.382197
661 414 0.225404 0.216782
661 450 0.077547 0.076082
661 451 0.017706 0.018116
661 588 0.040647 0.039230
661 714 0.585219 0.587874
662 105 0.504062 0.496915
662 133 0.228214 0.227080
662 187 0.087570 0.086218
662 267 0.208721 0.207439
662 451 0.026569 0.025614
662 480 0.310444 0.311572
662 552 0.675337 0.671018
662 584 0.121085 0.122062
662 705 0.642281 0.641955
662 690 0.391495 0.390062
662 1089 0.607162 0.608501
663 105 0.091121 0.092133
663 659 0.149373 0.147824
663 1090 0.107807 0.102674
664 105 0.235464 0.231310
664 989 0.066645 0.066726
665 106 0.561434 0.560595
665 258 0.311659 0.313470
665 323 0.604031 0.599997
665 354 0.557197 0.555018
666 106 0.524387 0.530620
667 106 0.039657 0.037628
667 114 0.041669 0.041029
667 289 0.004847 0.004073
667 354 0.037691 0.037254
667 494 0.018655 0.018986
667 879 0.025422 0.024334
667 693 0.011019 0.010205
668 109 0.047013 0.043232
668 113 0.357854 0.366829
668 118 0.624170 0.622836
668 119 0.108960 0.110853
668 178 0.269082 0.266141
668 568 0.120299 0.118907
669 111 0.042495 0.041580
670 111 0.019425 0.015349
670 194 0.252141 0.255010
670 279 0.129329 0.122464
670 289 0.031310 0.033748
670 354 0.310415 0.308654
670 577 0.349137 0.343137
670 835 0.336869 0.343114
670 777 0.207668 0.204838
670 1091 0.159489 0.155087
671 112 0.297870 0.300541
671 129 0.542096 0.545738
671 209 0.020870 0.020837
671 258 0.400892 0.401544
671 366 0.478585 0.477735
672 114 0.631735 0.633502
672 328 0.321265 0.324871
673 114 0.733745 0.734049
673 223 0.320685 0.322289
674 114 0.637599 0.635770
674 194 0.477114 0.476949
674 223 0.281089 0.279139
674 366 0.390696 0.387908
674 479 0.056100 0.055313
674 488 0.079094 0.080053
674 874 0.011605 0.010411
674 1046 0.351798 0.351215
674 693 0.160210 0.158142
675 115 0.146229 0.143455
675 209 0.005008 0.005040
675 304 0.175787 0.175030
676 115 0.025815 0.025154
676 130 0.016100 0.016825
676 154 0.011591 0.011182
676 212 0.033116 0.033413
676 253 0.031894 0.031269
676 343 0.013366 0.012305
676 403 0.006923 0.006424
676 561 0.002152 0.001937
676 584 0.005119 0.004860
676 624 0.021030 0.020454
676 637 0.023997 0.024943
676 659 0.031894 0.031747
677 115 0.025824 0.025133
677 195 0.034515 0.032131
677 222 0.002063 0.001952
678 115 0.079205 0.077578
679 115 0.394469 0.393416
679 127 0.457144 0.457730
679 210 0.024724 0.024455
679 531 0.054345 0.054241
679 1092 0.053561 0.053622
680 115 0.462846 0.460404
680 325 0.243231 0.242813
681 116 0.303005 0.302921
681 135 0.609190 0.607382
682 117 0.565993 0.567011
682 628 0.138893 0.137674
683 117 0.831928 0.827341
683 125 0.339974 0.346587
684 119 0.107649 0.111788
685 121 0.665443 0.663055
685 283 0.001080 0.000715
685 580 0.229374 0.232473
686 121 0.900997 0.899892
686 155 0.229484 0.231981
686 198 0.935459 0.935921
686 249 0.691063 0.694974
686 305 0.555445 0.555302
686 350 0.180011 0.178647
686 366 0.579589 0.578658
686 432 0.483340 0.481491
686 433 0.876511 0.874728
686 452 0.580887 0.580360
686 531 0.099502 0.099046
686 542 0.266699 0.266005
686 554 0.854935 0.855094
686 587 0.667589 0.666066
686 1006 0.156038 0.156259
686 703 0.042952 0.042700
686 702 0.887484 0.887557
686 691 0.100358 0.098034
686 697 0.596755 0.594165
686 1066 0.318441 0.317533
686 1000 0.475050 0.478647
687 121 0.141690 0.140824
687 213 0.041445 0.041775
687 299 0.093353 0.092501
687 366 0.089702 0.090554
687 451 0.004995 0.004558
687 883 0.099186 0.099068
688 121 0.377771 0.375215
688 272 0.234960 0.236291
688 488 0.050224 0.049792
688 494 0.183754 0.182986
688 693 0.098264 0.098362
689 123 0.081945 0.083049
690 123 0.082954 0.082462
690 133 0.093354 0.093328
690 167 0.028989 0.028066
690 195 0.334157 0.331917
690 354 0.313633 0.311227
690 434 0.112203 0.110137
690 480 0.131167 0.128054
690 584 0.050195 0.050167
690 662 0.043581 0.043859
690 974 0.024114 0.024552
690 705 0.262057 0.263838
690 852 0.247156 0.247738
691 124 0.054097 0.054945
691 148 0.421645 0.416042
691 199 0.531958 0.529947
691 213 0.155362 0.154199
691 218 0.462844 0.459891
691 232 0.107489 0.107113
691 320 0.489059 0.492357
691 686 0.534589 0.536677
691 883 0.365142 0.365680
692 124 0.043390 0.042605
692 134 0.323325 0.325255
692 289 0.043171 0.042174
692 354 0.385062 0.385711
692 366 0.261426 0.259181
692 1085 0.309975 0.309826
693 124 0.073141 0.074060
693 194 0.556005 0.553949
693 254 0.655265 0.651436
693 276 0.702199 0.704939
693 279 0.266114 0.266025
693 289 0.072301 0.073310
693 354 0.670688 0.670477
693 488 0.093470 0.092977
693 494 0.341531 0.341691
693 667 0.480566 0.482911
693 674 0.345177 0.346165
693 688 0.061452 0.060448
693 1093 0.174743 0.173620
694 126 0.003469 0.002848
694 195 0.016709 0.014185
694 197 0.012322 0.012025
694 205 0.004307 0.003958
694 218 0.013439 0.012297
694 273 0.006779 0.006672
694 445 0.004546 0.003239
694 592 0.003469 0.002238
694 593 0.008534 0.008021
694 647 0.004586 0.003013
694 695 0.003150 0.002234
694 785 0.008972 0.008200
695 126 0.087543 0.087901
695 215 0.299587 0.297030
695 218 0.388231 0.379457
695 471 0.008603 0.008791
695 649 0.170406 0.171637
695 694 0.042946 0.042560
696 127 0.581210 0.579264
696 319 0.004078 0.003363
696 320 0.592766 0.590724
696 322 0.606212 0.610726
696 402 0.240706 0.238149
696 774 0.422543 0.424520
696 789 0.378539 0.377265
697 129 0.421907 0.420735
697 191 0.481252 0.479411
697 197 0.495967 0.495533
697 204 0.382950 0.383698
697 206 0.350484 0.349079
697 209 0.016534 0.016064
697 210 0.028541 0.028423
697 211 0.257784 0.257657
697 214 0.414514 0.412738
697 218 0.508145 0.506747
697 342 0.172605 0.171122
697 400 0.561272 0.560413
697 440 0.338047 0.336138
697 511 0.479705 0.480098
697 649 0.228197 0.229212
697 686 0.590830 0.591356
697 789 0.349180 0.346480
697 796 0.279074 0.276548
697 800 0.119450 0.119686
698 129 0.482383 0.479960
698 161 0.117142 0.115586
698 296 0.664868 0.665533
698 400 0.639498 0.639300
698 440 0.383352 0.383454
698 583 0.675734 0.674530
698 1094 0.468911 0.465836
698 805 0.286712 0.287486
698 986 0.493593 0.490360
698 878 0.527181 0.522622
699 130 0.347307 0.345782
699 182 0.058043 0.058699
699 458 0.601867 0.597423
699 497 0.194491 0.194605
699 584 0.098581 0.099886
699 613 0.576439 0.576194
699 839 0.432099 0.434343
700 130 0.011941 0.011448
700 268 0.021980 0.021762
700 398 0.005627 0.005735
700 458 0.019735 0.019779
700 498 0.006975 0.006586
700 839 0.014662 0.014380
700 1095 0.013632 0.012407
701 130 0.244510 0.259250
701 155 0.140556 0.125157
701 236 0.267936 0.273930
701 249 0.374817 0.374948
701 268 0.496340 0.492817
702 130 0.236657 0.235456
702 686 0.454724 0.455254
702 782 0.338451 0.340094
703 130 0.437793 0.428938
703 372 0.515474 0.508550
703 453 0.826821 0.828607
703 660 0.027352 0.028612
703 686 0.831510 0.829350
703 774 0.555017 0.546787
704 133 0.011405 0.011966
704 193 0.012647 0.012550
704 236 0.026442 0.023528
704 350 0.009812 0.008278
704 408 0.040809 0.040260
704 414 0.016406 0.016152
704 531 0.005065 0.004590
704 995 0.018191 0.016955
704 1096 0.039312 0.039160
705 133 0.234939 0.236973
705 480 0.324146 0.325146
705 584 0.130053 0.127380
705 662 0.112881 0.111364
705 690 0.409541 0.407054
705 993 0.452924 0.451314
705 846 0.600134 0.603973
705 1097 0.526264 0.526451
705 1042 0.544432 0.542410
705 1037 0.843659 0.843511
705 1038 0.002007 0.001781
705 754 0.546454 0.540432
706 133 0.043805 0.044145
706 236 0.088147 0.086797
706 315 0.133966 0.134609
706 357 0.085857 0.086468
706 457 0.127779 0.128613
706 852 0.116389 0.117182
706 1009 0.137067 0.138461
706 824 0.032343 0.031352
706 953 0.109839 0.107681
707 133 0.208726 0.208879
707 453 0.747105 0.750845
707 597 0.519930 0.519222
708 133 0.263703 0.262724
708 237 0.600130 0.598463
708 474 0.039582 0.038516
708 480 0.362709 0.360478
708 482 0.111859 0.111754
708 483 0.225029 0.225163
708 542 0.268213 0.270629
708 544 0.851196 0.849394
708 553 0.240576 0.238023
708 563 0.202781 0.204460
708 815 0.357507 0.356515
708 1037 0.936931 0.935172
708 1034 0.333890 0.331826
708 1097 0.588588 0.583658
708 848 0.476599 0.475085
709 134 0.365868 0.365187
709 266 0.233754 0.230425
709 572 0.190531 0.190391
709 720 0.220019 0.221076
709 850 0.151472 0.147349
709 732 0.228861 0.228427
709 731 0.362993 0.361392
710 134 0.123770 0.121886
710 136 0.016799 0.015153
710 185 0.063430 0.062252
710 232 0.031657 0.031124
710 251 0.124086 0.122992
710 268 0.155470 0.153318
710 312 0.039676 0.039768
710 329 0.158588 0.156699
710 349 0.140453 0.140597
710 358 0.016253 0.015800
710 465 0.142939 0.141609
710 520 0.098909 0.097762
710 860 0.144161 0.144987
710 1049 0.034632 0.034212
710 899 0.157324 0.156607
711 134 0.111026 0.111401
711 312 0.037819 0.036347
711 314 0.124358 0.122074
711 508 0.037701 0.037963
711 794 0.039897 0.038718
712 134 0.079244 0.078468
712 377 0.064817 0.066402
713 134 0.462553 0.462441
713 1098 0.478427 0.475011
713 987 0.523726 0.525672
714 134 0.454679 0.453766
714 182 0.051211 0.050972
714 577 0.599745 0.598226
714 597 0.401619 0.401110
714 661 0.049040 0.049135
714 949 0.546451 0.547192
715 135 0.758160 0.758894
715 255 0.663410 0.660674
716 135 0.584206 0.582884
717 135 0.054454 0.055403
717 259 0.038804 0.036006
717 312 0.015329 0.015610
717 507 0.013469 0.015031
717 811 0.031749 0.034846
718 139 0.057911 0.057057
718 140 0.481911 0.481103
718 147 0.611567 0.605396
718 266 0.302599 0.302421
718 907 0.441248 0.442665
719 139 0.087610 0.086577
719 146 0.894592 0.892619
719 353 0.592959 0.589220
719 556 0.343715 0.347026
720 139 0.035978 0.036489
720 148 0.306007 0.304008
720 542 0.112484 0.112277
720 544 0.350165 0.352392
720 556 0.145302 0.146256
720 709 0.090913 0.090995
721 139 0.064150 0.063959
722 140 0.519910 0.520034
722 141 0.108358 0.107342
722 142 0.139094 0.139919
722 151 0.562889 0.562414
722 736 0.240126 0.244464
723 141 0.039045 0.038122
723 182 0.021513 0.020668
723 331 0.073124 0.071086
723 355 0.067363 0.065431
723 388 0.239946 0.240811
723 395 0.208906 0.207109
723 411 0.093349 0.093703
723 412 0.083041 0.082647
723 433 0.221328 0.221628
723 503 0.119799 0.119539
723 589 0.198338 0.196793
723 590 0.127646 0.127165
723 944 0.154342 0.153711
723 743 0.016113 0.015740
723 939 0.150578 0.150757
723 746 0.022845 0.022120
723 985 0.168500 0.167484
723 1099 0.034919 0.034842
723 957 0.208964 0.208578
723 940 0.062831 0.062943
723 745 0.020862 0.020414
723 945 0.022469 0.022129
724 142 0.182453 0.181580
724 198 0.867323 0.866522
724 218 0.738066 0.737126
724 283 0.001051 0.000899
724 290 0.281800 0.278612
724 298 0.877946 0.874539
